= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets (Part 3) = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Credit Card Spending Habits In India = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dt","Decision Tree Regressor","46.49","3597","59.96","-0.0015","0.5692","0.5965","0.052"
"lightgbm","Light Gradient Boosting Machine","46.49","3597","59.95","-0.0015","0.5692","0.5965","0.193"
"ada","AdaBoost Regressor","46.61","3598","59.97","-0.002","0.5705","0.6006","0.262"



= = = = = Loan Prediction Problem Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","37.63","3573","57.03","0.3678","0.3716","0.329","0.029"
"huber","Huber Regressor","41.75","5608","71.39","0.1226","0.4031","0.3711","0.03"
"omp","Orthogonal Matching Pursuit","44.85","5881","73.75","0.0783","0.4344","0.4108","0.026"
"ada","AdaBoost Regressor","51.63","6937","79.93","-0.0255","0.4922","0.4598","0.04"
"en","Elastic Net","52.86","6942","80.17","-0.0397","0.4999","0.4843","0.027"
"et","Extra Trees Regressor","52.89","6940","80.17","-0.0402","0.5001","0.4848","0.06"
"dt","Decision Tree Regressor","52.87","6973","80.29","-0.0403","0.5007","0.484","0.027"
"rf","Random Forest Regressor","52.93","6973","80.33","-0.0425","0.5008","0.4844","0.075"
"llar","Lasso Least Angle Regression","52.97","6972","80.35","-0.0442","0.501","0.4851","0.029"
"lasso","Lasso Regression","52.97","6972","80.35","-0.0442","0.501","0.4851","0.027"
"xgboost","Extreme Gradient Boosting","52.84","6985","80.4","-0.0447","0.5004","0.4822","0.04"
"lr","Linear Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"ridge","Ridge Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.028"
"lar","Least Angle Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.026"
"br","Bayesian Ridge","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"gbr","Gradient Boosting Regressor","53.04","6983","80.4","-0.0455","0.5015","0.4861","0.042"
"dummy","Dummy Regressor","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"lightgbm","Light Gradient Boosting Machine","53.54","6824","79.93","-0.0483","0.5027","0.496","0.08"
"par","Passive Aggressive Regressor","46.38","8988","85.87","-0.4933","0.423","0.3796","0.029"



= = = = = Stroke Prediction Dataset = = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","33.04","1910","43.64","0.0947","0.3567","0.3167","0.027"
"lr","Linear Regression","32.99","1910","43.64","0.0945","0.3569","0.3163","0.027"
"ridge","Ridge Regression","32.99","1910","43.64","0.0945","0.3569","0.3163","0.027"
"gbr","Gradient Boosting Regressor","32.65","1909","43.63","0.0945","0.3563","0.3137","0.1"
"lar","Least Angle Regression","33.26","1930","43.86","0.085","0.3599","0.3193","0.026"
"lasso","Lasso Regression","33.58","1955","44.17","0.0723","0.3605","0.3213","0.026"
"llar","Lasso Least Angle Regression","33.58","1955","44.17","0.0723","0.3605","0.3213","0.026"
"en","Elastic Net","33.62","1960","44.22","0.0702","0.3609","0.3217","0.026"
"lightgbm","Light Gradient Boosting Machine","33.02","1988","44.53","0.0568","0.3655","0.3188","0.12"
"rf","Random Forest Regressor","33.82","2007","44.75","0.0473","0.3694","0.3306","0.288"
"omp","Orthogonal Matching Pursuit","33.78","2006","44.75","0.0472","0.364","0.3227","0.026"
"dummy","Dummy Regressor","33.91","2114","45.92","-0.0028","0.3701","0.3209","0.023"
"ada","AdaBoost Regressor","37.93","2124","46.06","-0.0125","0.3944","0.3968","0.038"
"et","Extra Trees Regressor","35.15","2259","47.46","-0.0717","0.3886","0.3429","0.21"
"xgboost","Extreme Gradient Boosting","35.07","2275","47.65","-0.0807","0.3926","0.3389","0.049"
"huber","Huber Regressor","34.7","2306","47.93","-0.0923","0.4001","0.3094","0.029"
"knn","K Neighbors Regressor","37.04","2526","50.21","-0.2024","0.4096","0.3492","0.027"
"dt","Decision Tree Regressor","43.06","3826","61.78","-0.8219","0.4931","0.42","0.029"
"par","Passive Aggressive Regressor","115.1","3.414e+04","137.4","-14.99","0.8676","1.242","0.025"



= = = = = Telco Customer Churn = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","3.155","13.45","3.666","0.985","0.1072","0.0818","0.131"
"par","Passive Aggressive Regressor","3.152","13.67","3.695","0.9848","0.11","0.0836","0.081"
"et","Extra Trees Regressor","19.47","478.1","21.86","0.4665","0.4551","0.4803","0.369"
"knn","K Neighbors Regressor","24.14","829","28.79","0.0751","0.5782","0.647","0.074"
"en","Elastic Net","25.57","867.5","29.45","0.0319","0.582","0.6598","0.073"
"ridge","Ridge Regression","25.85","879.4","29.65","0.0185","0.5902","0.6759","0.09"
"xgboost","Extreme Gradient Boosting","26.08","895.5","29.92","0.0006","0.594","0.682","0.114"
"lightgbm","Light Gradient Boosting Machine","26.11","897.1","29.95","-0.0012","0.5943","0.6824","0.179"
"rf","Random Forest Regressor","26.11","897.5","29.96","-0.0017","0.5945","0.6827","0.366"
"gbr","Gradient Boosting Regressor","26.09","897.7","29.96","-0.0019","0.5953","0.6848","0.194"
"lasso","Lasso Regression","26.12","897.9","29.96","-0.0021","0.5946","0.683","0.097"
"llar","Lasso Least Angle Regression","26.12","897.9","29.96","-0.0021","0.5946","0.683","0.071"
"dt","Decision Tree Regressor","26.12","898","29.96","-0.0022","0.5946","0.6829","0.076"
"lr","Linear Regression","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.095"
"lar","Least Angle Regression","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.076"
"omp","Orthogonal Matching Pursuit","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.071"
"br","Bayesian Ridge","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.083"
"dummy","Dummy Regressor","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.067"
"ada","AdaBoost Regressor","26.27","899.6","29.99","-0.0041","0.5907","0.6728","0.162"



= = = = = Used Car Price Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","6.004e+05","2.893e+12","1.514e+06","0.5899","0.5278","0.4685","0.041"
"lightgbm","Light Gradient Boosting Machine","7.087e+05","3.101e+12","1.599e+06","0.5407","0.7037","0.7726","0.13"
"et","Extra Trees Regressor","6.886e+05","3.162e+12","1.609e+06","0.5363","0.6718","0.7235","0.179"
"gbr","Gradient Boosting Regressor","7.167e+05","3.34e+12","1.647e+06","0.5161","0.6929","0.7689","0.103"
"xgboost","Extreme Gradient Boosting","7.091e+05","3.453e+12","1.678e+06","0.4982","0.6962","0.7561","0.074"
"rf","Random Forest Regressor","7.546e+05","3.641e+12","1.732e+06","0.4639","0.7372","0.8378","0.217"
"dt","Decision Tree Regressor","7.747e+05","3.646e+12","1.735e+06","0.4632","0.7399","0.8414","0.04"
"ada","AdaBoost Regressor","8.765e+05","3.716e+12","1.759e+06","0.4463","0.8419","1.135","0.072"
"ridge","Ridge Regression","8.867e+05","3.897e+12","1.814e+06","0.409","0.857","1.033","0.049"
"llar","Lasso Least Angle Regression","8.869e+05","3.897e+12","1.815e+06","0.4088","0.8586","1.033","0.053"
"lr","Linear Regression","8.87e+05","3.897e+12","1.815e+06","0.4088","0.8587","1.033","0.043"
"lasso","Lasso Regression","8.87e+05","3.897e+12","1.815e+06","0.4087","0.8587","1.034","0.055"
"en","Elastic Net","8.927e+05","3.969e+12","1.831e+06","0.3978","0.8545","1.042","0.062"
"br","Bayesian Ridge","8.924e+05","3.987e+12","1.835e+06","0.3954","0.8736","1.037","0.04"
"omp","Orthogonal Matching Pursuit","8.933e+05","4e+12","1.838e+06","0.3935","0.8648","1.039","0.038"
"huber","Huber Regressor","7.939e+05","3.761e+12","1.821e+06","0.3854","0.719","0.7433","0.041"
"par","Passive Aggressive Regressor","1.108e+06","4.066e+12","1.93e+06","0.3143","1.076","1.265","0.037"
"dummy","Dummy Regressor","1.433e+06","5.84e+12","2.334e+06","-0.0134","1.127","1.86","0.036"
"lar","Least Angle Regression","1.328e+56","3.568e+113","1.889e+56","-4.304e+100","13.9","1.334e+50","0.047"



= = = = = Default of Credit Card Clients Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","6.69e+04","8.641e+09","9.294e+04","0.4893","0.6602","0.749","0.223"
"gbr","Gradient Boosting Regressor","6.881e+04","8.919e+09","9.443e+04","0.473","0.6823","0.794","1.623"
"rf","Random Forest Regressor","6.882e+04","8.959e+09","9.464e+04","0.4706","0.6742","0.7903","4.788"
"et","Extra Trees Regressor","6.88e+04","8.998e+09","9.483e+04","0.4683","0.674","0.7887","1.787"
"xgboost","Extreme Gradient Boosting","6.881e+04","9.117e+09","9.547e+04","0.4613","0.7043","0.7579","0.185"
"lasso","Lasso Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.094"
"ridge","Ridge Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.022"
"llar","Lasso Least Angle Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.019"
"lr","Linear Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8318","1.071","2.406"
"en","Elastic Net","8.125e+04","1.116e+10","1.056e+05","0.3402","0.8293","1.105","0.094"
"lar","Least Angle Regression","8.134e+04","1.152e+10","1.071e+05","0.3187","0.8365","1.074","0.022"
"knn","K Neighbors Regressor","7.799e+04","1.199e+10","1.095e+05","0.2917","0.7655","0.8846","0.064"
"br","Bayesian Ridge","9.528e+04","1.43e+10","1.195e+05","0.1553","0.9348","1.4","0.022"
"omp","Orthogonal Matching Pursuit","1.007e+05","1.541e+10","1.241e+05","0.0902","0.9708","1.499","0.018"
"dummy","Dummy Regressor","1.054e+05","1.695e+10","1.302e+05","-0.0007","1.013","1.666","0.019"
"dt","Decision Tree Regressor","9.204e+04","1.81e+10","1.345e+05","-0.0687","0.8764","0.9332","0.111"
"ada","AdaBoost Regressor","1.216e+05","1.86e+10","1.363e+05","-0.0986","1.116","2.191","0.662"
"huber","Huber Regressor","9.45e+04","1.987e+10","1.404e+05","-0.1757","1.041","0.7666","0.157"
"par","Passive Aggressive Regressor","4.131e+05","7.503e+11","7.156e+05","-43.65","1.453","3.692","0.03"



= = = = = World University Rankings = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.0507","0.0185","0.1125","0.9993","0.0013","0.0007","0.036"
"en","Elastic Net","1.174","3.623","1.872","0.8618","0.0232","0.0157","0.027"
"lasso","Lasso Regression","1.336","3.983","1.967","0.8474","0.0247","0.018","0.025"
"llar","Lasso Least Angle Regression","1.336","3.983","1.967","0.8474","0.0247","0.018","0.022"
"huber","Huber Regressor","1.031","4.038","1.975","0.8463","0.0241","0.0134","0.028"
"omp","Orthogonal Matching Pursuit","1.37","4.077","1.993","0.8434","0.0251","0.0185","0.023"
"gbr","Gradient Boosting Regressor","2.11","9.788","3.078","0.6215","0.0394","0.0283","0.061"
"et","Extra Trees Regressor","2.338","10.29","3.188","0.6008","0.0412","0.0317","0.059"
"rf","Random Forest Regressor","2.288","10.78","3.262","0.5822","0.042","0.0309","0.1"
"ada","AdaBoost Regressor","2.45","11.7","3.371","0.5499","0.0441","0.0333","0.039"
"par","Passive Aggressive Regressor","2.858","12.38","3.419","0.5221","0.0473","0.0399","0.034"
"dt","Decision Tree Regressor","3.112","19.29","4.358","0.2487","0.0571","0.0422","0.027"
"lightgbm","Light Gradient Boosting Machine","3.381","19.44","4.395","0.2363","0.058","0.0462","0.12"
"xgboost","Extreme Gradient Boosting","3.387","20.47","4.502","0.1972","0.0593","0.0461","0.044"
"ridge","Ridge Regression","3.837","24.41","4.926","0.0443","0.0652","0.0524","0.022"
"lr","Linear Regression","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.028"
"lar","Least Angle Regression","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.024"
"br","Bayesian Ridge","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.025"
"dummy","Dummy Regressor","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.024"



= = = = = Air Quality Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","8.262","959.1","30.75","0.8411","0.8509","5.529","0.501"
"rf","Random Forest Regressor","8.38","1024","31.85","0.8303","0.8662","5.669","1.087"
"xgboost","Extreme Gradient Boosting","9.115","1047","32.23","0.8265","0.9126","6.172","0.111"
"gbr","Gradient Boosting Regressor","10.64","1067","32.58","0.8234","1","7.119","0.338"
"lr","Linear Regression","20.42","1385","37.17","0.7708","1.415","11.56","0.027"
"ridge","Ridge Regression","20.42","1385","37.17","0.7708","1.415","11.56","0.025"
"br","Bayesian Ridge","20.44","1386","37.19","0.7706","1.418","11.57","0.031"
"lasso","Lasso Regression","20.82","1459","38.16","0.7585","1.443","11.83","0.056"
"llar","Lasso Least Angle Regression","20.82","1459","38.16","0.7585","1.443","11.83","0.028"
"dt","Decision Tree Regressor","7.62","1479","38.33","0.7543","0.889","5.773","0.045"
"ada","AdaBoost Regressor","18.68","1615","40.03","0.733","1.327","11.88","0.069"
"en","Elastic Net","21.86","1645","40.49","0.7277","1.524","12.37","0.049"
"huber","Huber Regressor","20.28","1841","42.82","0.6955","1.343","8.519","0.106"
"knn","K Neighbors Regressor","17.93","2087","45.6","0.6544","1.326","11.46","0.028"
"par","Passive Aggressive Regressor","40.76","3189","55.12","0.4699","2.135","22.25","0.029"
"lar","Least Angle Regression","40.64","3578","57.66","0.3985","2.14","24.41","0.028"
"omp","Orthogonal Matching Pursuit","49.06","4027","63.44","0.3332","2.256","23.07","0.025"
"dummy","Dummy Regressor","59.96","6063","77.83","-0.0017","2.426","23.52","0.027"



= = = = = Group 4 The Baseline Cohort = = = = =
= = = = =  (Control Group) = = = = =


= = = = = 50 Startups = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","8439","1.52e+08","1.01e+04","0.8889","0.1706","0.1561","0.032"
"xgboost","Extreme Gradient Boosting","7917","1.19e+08","1.02e+04","0.858","0.1829","0.1224","0.027"
"br","Bayesian Ridge","7760","1.177e+08","9474","0.8562","0.1525","0.1384","0.01"
"en","Elastic Net","7874","1.184e+08","9538","0.8465","0.1529","0.1389","0.01"
"ridge","Ridge Regression","8100","1.225e+08","9725","0.8288","0.1535","0.1406","0.01"
"lr","Linear Regression","8153","1.235e+08","9772","0.8245","0.1537","0.141","1.835"
"lasso","Lasso Regression","8152","1.235e+08","9771","0.8245","0.1537","0.141","0.012"
"lar","Least Angle Regression","8153","1.235e+08","9772","0.8245","0.1537","0.141","0.01"
"llar","Lasso Least Angle Regression","8152","1.235e+08","9771","0.8245","0.1537","0.141","0.014"
"rf","Random Forest Regressor","9202","1.631e+08","1.088e+04","0.8107","0.1824","0.1712","0.042"
"gbr","Gradient Boosting Regressor","9241","1.745e+08","1.164e+04","0.7818","0.1914","0.179","0.018"
"ada","AdaBoost Regressor","1.015e+04","2.105e+08","1.276e+04","0.7789","0.2062","0.1919","0.024"
"dt","Decision Tree Regressor","9558","1.659e+08","1.229e+04","0.7459","0.1809","0.1388","0.012"
"knn","K Neighbors Regressor","1.457e+04","3.911e+08","1.642e+04","0.6241","0.2061","0.2142","0.015"
"huber","Huber Regressor","1.431e+04","2.634e+08","1.567e+04","0.4497","0.2361","0.1933","0.014"
"par","Passive Aggressive Regressor","1.861e+04","5.337e+08","2.062e+04","0.2323","0.2814","0.2415","0.011"
"omp","Orthogonal Matching Pursuit","2.148e+04","7.087e+08","2.372e+04","-0.1109","0.282","0.2926","0.011"
"lightgbm","Light Gradient Boosting Machine","2.926e+04","1.507e+09","3.489e+04","-0.3835","0.3813","0.4375","0.035"
"dummy","Dummy Regressor","2.926e+04","1.507e+09","3.489e+04","-0.3835","0.3813","0.4375","0.01"



= = = = = Air Quality Data in India (2017-2022) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","18.54","574.2","23.95","0.1784","0.4565","0.4493","0.037"
"et","Extra Trees Regressor","21.1","687.2","26.21","0.0164","0.5051","0.5228","0.381"
"par","Passive Aggressive Regressor","21.26","697","26.39","0.0024","0.5096","0.5291","0.05"
"huber","Huber Regressor","21.26","697","26.39","0.0024","0.5095","0.529","0.051"
"lightgbm","Light Gradient Boosting Machine","21.29","699.2","26.43","-0.0007","0.5102","0.5297","0.12"
"gbr","Gradient Boosting Regressor","21.29","699.3","26.43","-0.0008","0.5102","0.5298","0.205"
"xgboost","Extreme Gradient Boosting","21.28","699.3","26.43","-0.0008","0.5101","0.5293","0.054"
"br","Bayesian Ridge","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"lar","Least Angle Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"en","Elastic Net","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.025"
"rf","Random Forest Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.532"
"dt","Decision Tree Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.033"
"ridge","Ridge Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.028"
"omp","Orthogonal Matching Pursuit","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.03"
"llar","Lasso Least Angle Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"lasso","Lasso Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.025"
"lr","Linear Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.635"
"dummy","Dummy Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.026"
"ada","AdaBoost Regressor","21.4","700.1","26.45","-0.002","0.5141","0.5404","0.131"



= = = = = Crop Recommendation Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","13.86","483.5","21.89","0.8401","0.1841","0.1379","0.014"
"br","Bayesian Ridge","13.83","483.4","21.89","0.8401","0.1836","0.1375","0.013"
"ridge","Ridge Regression","13.82","484","21.91","0.8399","0.1839","0.1379","0.014"
"rf","Random Forest Regressor","13.93","512.4","22.56","0.8302","0.1873","0.1378","0.178"
"et","Extra Trees Regressor","13.98","527.6","22.85","0.8245","0.1917","0.1399","0.105"
"gbr","Gradient Boosting Regressor","14.88","537","23.09","0.8226","0.1967","0.1523","0.07"
"lightgbm","Light Gradient Boosting Machine","14.83","555.4","23.48","0.8163","0.209","0.1525","0.094"
"xgboost","Extreme Gradient Boosting","15.11","601.1","24.4","0.8007","0.2057","0.1511","0.044"
"huber","Huber Regressor","15.77","638.7","25.12","0.7911","0.2044","0.1552","0.02"
"knn","K Neighbors Regressor","17.62","770.7","27.69","0.7444","0.2553","0.1844","0.019"
"lasso","Lasso Regression","21.88","827.1","28.72","0.7275","0.3062","0.2777","0.013"
"llar","Lasso Least Angle Regression","21.88","827.1","28.72","0.7275","0.3062","0.2777","0.015"
"dt","Decision Tree Regressor","17.8","925","30.21","0.6953","0.2516","0.1731","0.015"
"ada","AdaBoost Regressor","30.62","1418","37.58","0.5299","0.4461","0.4533","0.025"
"en","Elastic Net","39.73","2689","51.77","0.1188","0.5413","0.5602","0.013"
"omp","Orthogonal Matching Pursuit","42.43","3054","55.17","-0.0013","0.5722","0.6024","0.013"
"dummy","Dummy Regressor","43.1","3096","55.55","-0.015","0.5697","0.5977","0.014"
"par","Passive Aggressive Regressor","71.05","7901","86.61","-1.638","0.9367","1.035","0.014"
"lar","Least Angle Regression","4.393e+05","1.072e+12","5.278e+05","-3.912e+08","5.308","5741","0.013"



= = = = = Customer Churn Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","4.097e+04","2.598e+09","5.096e+04","0.3382","6.431","0.3135","0.202"
"lightgbm","Light Gradient Boosting Machine","4.128e+04","2.691e+09","5.186e+04","0.3145","6.405","0.3218","0.122"
"rf","Random Forest Regressor","4.167e+04","2.733e+09","5.226e+04","0.3038","6.427","0.321","0.565"
"ada","AdaBoost Regressor","4.599e+04","2.844e+09","5.332e+04","0.2755","6.665","0.2982","0.056"
"et","Extra Trees Regressor","4.239e+04","2.853e+09","5.339e+04","0.2732","6.385","0.3296","0.302"
"lr","Linear Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.024"
"lasso","Lasso Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.036"
"ridge","Ridge Regression","4.673e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3495","0.023"
"llar","Lasso Least Angle Regression","4.672e+04","2.932e+09","5.414e+04","0.2532","6.562","0.3496","0.02"
"lar","Least Angle Regression","4.681e+04","2.948e+09","5.429e+04","0.249","6.556","0.3522","0.02"
"xgboost","Extreme Gradient Boosting","4.342e+04","3.029e+09","5.503e+04","0.2281","6.364","0.3507","0.056"
"en","Elastic Net","5.135e+04","3.311e+09","5.754e+04","0.1567","6.72","0.3275","0.021"
"omp","Orthogonal Matching Pursuit","5.702e+04","3.93e+09","6.268e+04","-0.001","6.798","0.3556","0.022"
"br","Bayesian Ridge","5.702e+04","3.93e+09","6.269e+04","-0.001","6.798","0.3554","0.021"
"dummy","Dummy Regressor","5.703e+04","3.932e+09","6.27e+04","-0.0014","6.798","0.3553","0.023"
"huber","Huber Regressor","5.501e+04","4.348e+09","6.593e+04","-0.1074","6.934","0.2525","0.024"
"knn","K Neighbors Regressor","5.968e+04","4.728e+09","6.874e+04","-0.2043","6.8","0.4032","0.025"
"dt","Decision Tree Regressor","4.996e+04","5.233e+09","7.233e+04","-0.3334","6.165","0.4606","0.029"
"par","Passive Aggressive Regressor","6.566e+04","6.866e+09","8.11e+04","-0.7559","6.926","0.3757","0.022"



= = = = = Diamonds Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dt","Decision Tree Regressor","1.188","85.69","7.858","1","0.0041","0.0003","0.054"
"et","Extra Trees Regressor","2.472","648.6","22.17","0.9998","0.0222","0.0028","0.989"
"xgboost","Extreme Gradient Boosting","8.977","666.4","21.36","0.9998","0.0228","0.0044","0.104"
"lightgbm","Light Gradient Boosting Machine","10.79","1627","37.52","0.9996","0.0276","0.006","0.158"
"rf","Random Forest Regressor","1.85","1617","30.73","0.9996","0.0206","0.0015","1.16"
"gbr","Gradient Boosting Regressor","27.86","2281","46.93","0.9994","0.0291","0.0103","0.45"
"ada","AdaBoost Regressor","214.1","7.624e+04","268.1","0.98","0.0707","0.0526","0.129"
"knn","K Neighbors Regressor","57.75","1.088e+05","327.7","0.9716","0.1774","0.0523","0.055"
"br","Bayesian Ridge","340.4","2.446e+05","492.1","0.936","0.3522","0.185","0.041"
"ridge","Ridge Regression","340.3","2.445e+05","492","0.936","0.3516","0.1851","0.037"
"lr","Linear Regression","340.6","2.446e+05","492.1","0.936","0.3513","0.185","0.037"
"lasso","Lasso Regression","337.7","2.462e+05","493.2","0.9356","0.3566","0.1861","0.088"
"llar","Lasso Least Angle Regression","337.7","2.462e+05","493.2","0.9356","0.3567","0.1861","0.034"
"omp","Orthogonal Matching Pursuit","535.9","5.221e+05","721.8","0.8633","0.3834","0.2625","0.033"
"huber","Huber Regressor","477.8","5.512e+05","731.9","0.8561","0.4213","0.3239","0.193"
"en","Elastic Net","490.5","5.924e+05","768.4","0.8451","0.4458","0.35","0.042"
"dummy","Dummy Regressor","1526","3.82e+06","1954","-0.001","0.7256","0.9453","0.034"
"par","Passive Aggressive Regressor","3328","2.414e+07","4089","-5.241","0.8446","1.335","0.068"
"lar","Least Angle Regression","4.988e+09","4.112e+20","6.413e+09","-1.073e+14","2.911","2.286e+06","0.042"



= = = = = Headbrains Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","56.54","5415","72.35","0.5891","0.0554","0.0439","0.005"
"lr","Linear Regression","56.6","5423","72.4","0.5888","0.0555","0.044","0.006"
"lar","Least Angle Regression","56.6","5423","72.4","0.5888","0.0555","0.044","0.006"
"en","Elastic Net","56.49","5368","72.18","0.5867","0.0555","0.0441","0.006"
"lasso","Lasso Regression","56.54","5418","72.44","0.5862","0.0555","0.044","0.005"
"llar","Lasso Least Angle Regression","56.54","5418","72.44","0.5862","0.0555","0.044","0.005"
"br","Bayesian Ridge","56.88","5415","72.53","0.5817","0.0558","0.0444","0.006"
"omp","Orthogonal Matching Pursuit","56.86","5415","72.54","0.5815","0.0558","0.0444","0.005"
"huber","Huber Regressor","59.18","5715","74.59","0.5402","0.0575","0.0461","0.007"
"lightgbm","Light Gradient Boosting Machine","61.69","6371","78.42","0.5123","0.0604","0.0481","0.036"
"knn","K Neighbors Regressor","61.92","6391","78.88","0.5078","0.0608","0.0484","0.008"
"ada","AdaBoost Regressor","63.99","6739","81.43","0.4797","0.062","0.0496","0.011"
"gbr","Gradient Boosting Regressor","67.46","7730","86.27","0.416","0.0656","0.0522","0.015"
"rf","Random Forest Regressor","66.94","7568","85.7","0.4093","0.0654","0.0518","0.035"
"xgboost","Extreme Gradient Boosting","78.18","9777","97.45","0.2235","0.0747","0.0607","0.011"
"et","Extra Trees Regressor","74.44","9564","96.42","0.2091","0.0734","0.0576","0.031"
"dt","Decision Tree Regressor","81.91","1.128e+04","103.9","0.129","0.0784","0.0633","0.006"
"dummy","Dummy Regressor","94.82","1.482e+04","120.1","-0.0821","0.0938","0.0748","0.005"
"par","Passive Aggressive Regressor","125.4","2.602e+04","142.7","-1.924","0.105","0.0986","0.006"



= = = = = Sleep Health and Lifestyle Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.0455","0.0075","0.0817","0.9865","0.0102","0.0064","0.051"
"rf","Random Forest Regressor","0.0558","0.0085","0.0893","0.9849","0.0112","0.008","0.059"
"dt","Decision Tree Regressor","0.0499","0.0102","0.0971","0.9817","0.0122","0.0071","0.022"
"xgboost","Extreme Gradient Boosting","0.055","0.0102","0.0971","0.9815","0.0121","0.0078","0.033"
"gbr","Gradient Boosting Regressor","0.0714","0.011","0.1016","0.9805","0.0127","0.0102","0.036"
"lightgbm","Light Gradient Boosting Machine","0.0744","0.0113","0.1042","0.9798","0.0132","0.0106","0.063"
"ada","AdaBoost Regressor","0.0961","0.0155","0.122","0.9728","0.0153","0.0137","0.039"
"ridge","Ridge Regression","0.1395","0.0425","0.2027","0.9248","0.0254","0.0199","0.023"
"br","Bayesian Ridge","0.1351","0.0734","0.2479","0.8782","0.0306","0.019","0.023"
"knn","K Neighbors Regressor","0.1421","0.0887","0.2752","0.8516","0.0344","0.0204","0.029"
"huber","Huber Regressor","0.2114","0.0999","0.3061","0.818","0.0374","0.0294","0.028"
