= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","1.887e+04","1.164e+09","3.279e+04","0.8327","0.1513","0.1095","0.716"
"ada","AdaBoost Regressor","2.596e+04","1.417e+09","3.705e+04","0.7868","0.2056","0.1679","0.343"
"llar","Lasso Least Angle Regression","2.025e+04","1.444e+09","3.572e+04","0.7807","0.1748","0.1228","0.229"
"ridge","Ridge Regression","2.008e+04","1.526e+09","3.656e+04","0.7668","0.2087","0.1213","0.221"
"en","Elastic Net","2.112e+04","1.783e+09","3.896e+04","0.7382","0.1739","0.1218","0.286"
"omp","Orthogonal Matching Pursuit","2.262e+04","1.809e+09","3.95e+04","0.7344","0.1856","0.1343","0.235"
"lasso","Lasso Regression","2.057e+04","1.878e+09","4.044e+04","0.6892","0.1946","0.1249","0.282"
"br","Bayesian Ridge","2.571e+04","2.25e+09","4.469e+04","0.6654","0.2089","0.1499","0.242"
"huber","Huber Regressor","2.816e+04","2.261e+09","4.558e+04","0.6563","0.2267","0.1708","0.313"
"dt","Decision Tree Regressor","2.83e+04","2.271e+09","4.642e+04","0.6555","0.2233","0.1623","0.262"
"knn","K Neighbors Regressor","3.075e+04","2.304e+09","4.736e+04","0.649","0.2339","0.1807","0.222"
"dummy","Dummy Regressor","5.822e+04","6.559e+09","8.045e+04","-0.0065","0.4146","0.3714","0.216"
"par","Passive Aggressive Regressor","4.772e+04","1.038e+10","7.645e+04","-0.8692","0.307","0.3026","0.237"
"lr","Linear Regression","6.108e+07","6.17e+17","4.089e+08","-9.779e+07","0.9494","561.1","0.222"
"lar","Least Angle Regression","1.004e+29","3.62e+60","6.487e+29","-5.401e+50","25.65","8.929e+23","0.265"



= = = = = CarDekho Used Car Data = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","1.293e+05","1.172e+11","3.234e+05","0.6513","0.4686","0.375","0.178"
"xgboost","Extreme Gradient Boosting","1.344e+05","1.177e+11","3.251e+05","0.6479","0.4745","0.3996","0.071"
"lightgbm","Light Gradient Boosting Machine","1.399e+05","1.195e+11","3.285e+05","0.6424","0.4787","0.4094","0.153"
"gbr","Gradient Boosting Regressor","1.425e+05","1.206e+11","3.287e+05","0.6405","0.4851","0.4233","0.135"
"rf","Random Forest Regressor","1.358e+05","1.208e+11","3.295e+05","0.6399","0.4824","0.4031","0.222"
"knn","K Neighbors Regressor","1.541e+05","1.274e+11","3.404e+05","0.6191","0.5461","0.4944","0.04"
"dt","Decision Tree Regressor","1.432e+05","1.288e+11","3.434e+05","0.6079","0.5172","0.4278","0.048"
"lar","Least Angle Regression","1.932e+05","1.311e+11","3.509e+05","0.5987","0.6749","0.7512","0.036"
"llar","Lasso Least Angle Regression","1.932e+05","1.315e+11","3.515e+05","0.5976","0.6949","0.7505","0.047"
"lasso","Lasso Regression","1.932e+05","1.315e+11","3.515e+05","0.5976","0.6949","0.7505","0.044"
"lr","Linear Regression","1.932e+05","1.315e+11","3.515e+05","0.5976","0.695","0.7504","0.045"
"ridge","Ridge Regression","1.932e+05","1.316e+11","3.516e+05","0.5974","0.6943","0.7506","0.042"
"ada","AdaBoost Regressor","1.745e+05","1.338e+11","3.499e+05","0.5957","0.6124","0.642","0.063"
"en","Elastic Net","1.994e+05","1.43e+11","3.667e+05","0.5617","0.7091","0.7853","0.041"
"br","Bayesian Ridge","2.056e+05","1.485e+11","3.742e+05","0.5434","0.7567","0.8379","0.038"
"omp","Orthogonal Matching Pursuit","2.096e+05","1.526e+11","3.796e+05","0.5296","0.7337","0.8551","0.045"
"huber","Huber Regressor","1.997e+05","1.545e+11","3.819e+05","0.524","0.7202","0.7768","0.047"
"par","Passive Aggressive Regressor","2.997e+05","2.7e+11","5.136e+05","0.1404","0.8785","0.9723","0.043"
"dummy","Dummy Regressor","3.215e+05","3.259e+11","5.625e+05","-0.004","0.9089","1.258","0.038"



= = = = = Country Vaccinations by Manufacturer = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"xgboost","Extreme Gradient Boosting","4.372e+06","3.254e+14","1.772e+07","0.8782","4.529","3.082e+04","0.104"
"lightgbm","Light Gradient Boosting Machine","4.718e+06","3.325e+14","1.794e+07","0.8759","4.556","2.594e+04","0.16"
"rf","Random Forest Regressor","4.438e+06","3.94e+14","1.958e+07","0.8521","2.595","8054","1.076"
"et","Extra Trees Regressor","4.919e+06","4.557e+14","2.107e+07","0.8286","2.466","7331","0.754"
"gbr","Gradient Boosting Regressor","7.71e+06","4.657e+14","2.141e+07","0.8253","5","4.874e+04","0.292"
"dt","Decision Tree Regressor","4.952e+06","4.829e+14","2.178e+07","0.8179","2.491","6853","0.067"
"ada","AdaBoost Regressor","1.02e+07","5.256e+14","2.278e+07","0.8009","5.649","1.883e+05","0.144"
"llar","Lasso Least Angle Regression","1.996e+07","1.796e+15","4.225e+07","0.3198","6.112","3.535e+05","0.083"
"lar","Least Angle Regression","1.996e+07","1.796e+15","4.225e+07","0.3198","6.112","3.535e+05","0.097"
"ridge","Ridge Regression","1.995e+07","1.796e+15","4.225e+07","0.3198","6.112","3.532e+05","0.058"
"lasso","Lasso Regression","1.996e+07","1.796e+15","4.225e+07","0.3198","6.112","3.535e+05","0.196"
"lr","Linear Regression","1.996e+07","1.796e+15","4.225e+07","0.3198","6.112","3.535e+05","0.047"
"en","Elastic Net","1.801e+07","1.951e+15","4.404e+07","0.2614","5.982","3.102e+05","0.13"
"br","Bayesian Ridge","1.857e+07","2.065e+15","4.532e+07","0.2177","5.963","3.16e+05","0.065"
"omp","Orthogonal Matching Pursuit","1.683e+07","2.072e+15","4.539e+07","0.2154","5.695","2.958e+05","0.063"
"knn","K Neighbors Regressor","1.673e+07","2.382e+15","4.868e+07","0.0948","5.15","1.857e+05","0.074"
"huber","Huber Regressor","1.428e+07","2.605e+15","5.088e+07","0.0152","5.21","7.136e+04","0.073"
"dummy","Dummy Regressor","2.128e+07","2.645e+15","5.128e+07","-0.0007","6.28","4.112e+05","0.038"
"par","Passive Aggressive Regressor","1.941e+07","3.133e+15","5.442e+07","-0.1774","5.5","2.51e+05","0.053"



= = = = = Credit Card Fraud Detection = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","10.63","850","25.89","0.9731","0.8487","3.851","0.01"
"ridge","Ridge Regression","10.64","848.8","25.88","0.9731","0.8491","3.853","0.011"
"br","Bayesian Ridge","10.63","849.7","25.89","0.9731","0.849","3.852","0.016"
"lasso","Lasso Regression","12.3","924.9","27.59","0.9711","0.903","4.259","0.01"
"llar","Lasso Least Angle Regression","12.3","924.8","27.59","0.9711","0.9029","4.259","0.011"
"huber","Huber Regressor","29.89","4814","60.02","0.877","1.268","7.542","0.038"
"et","Extra Trees Regressor","22.24","1.088e+04","74.76","0.8499","1.036","5.24","0.56"
"xgboost","Extreme Gradient Boosting","20.61","1.061e+04","75.51","0.848","0.9352","3.526","0.233"
"en","Elastic Net","29.73","7802","75.28","0.8283","1.256","5.837","0.009"
"lightgbm","Light Gradient Boosting Machine","24.47","1.355e+04","85.16","0.8089","1.054","4.921","0.215"
"rf","Random Forest Regressor","23.86","1.19e+04","81.37","0.7922","1.04","5.392","2.099"
"gbr","Gradient Boosting Regressor","25.52","1.151e+04","83.78","0.7428","1.099","4.492","0.886"
"dt","Decision Tree Regressor","32.99","2.175e+04","113.1","0.4609","1.212","6.552","0.053"
"ada","AdaBoost Regressor","102","2.13e+04","136.5","0.3143","2.493","39.32","0.228"
"omp","Orthogonal Matching Pursuit","85.62","2.639e+04","150.2","0.2041","2.019","21.71","0.01"
"dummy","Dummy Regressor","74.65","4.13e+04","179.3","-0.0054","2.07","20.9","0.009"
"knn","K Neighbors Regressor","67.01","4.072e+04","180","-0.0308","1.74","10.15","0.014"
"lar","Least Angle Regression","60.96","2.585e+06","545","-73.25","1.192","24.88","0.01"
"par","Passive Aggressive Regressor","1225","6.63e+06","1436","-238.6","3.317","399.1","0.012"



= = = = = Health Insurance Cross Sell Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","1.031e+04","2.089e+08","1.444e+04","0.2416","0.9259","1.53","0.192"
"lightgbm","Light Gradient Boosting Machine","1.035e+04","2.109e+08","1.451e+04","0.2343","0.9098","1.47","0.177"
"rf","Random Forest Regressor","1.071e+04","2.243e+08","1.496e+04","0.1858","0.9107","1.478","0.566"
"et","Extra Trees Regressor","1.142e+04","2.452e+08","1.565e+04","0.1083","0.9389","1.542","0.355"
"ridge","Ridge Regression","1.194e+04","2.691e+08","1.639e+04","0.0227","1.044","1.958","0.027"
"lr","Linear Regression","1.195e+04","2.692e+08","1.639e+04","0.0226","1.044","1.958","0.04"
"lasso","Lasso Regression","1.194e+04","2.692e+08","1.639e+04","0.0226","1.044","1.958","0.033"
"llar","Lasso Least Angle Regression","1.194e+04","2.692e+08","1.639e+04","0.0226","1.044","1.958","0.029"
"en","Elastic Net","1.193e+04","2.707e+08","1.644e+04","0.017","1.048","1.975","0.026"
"br","Bayesian Ridge","1.193e+04","2.718e+08","1.647e+04","0.0129","1.049","1.982","0.025"
"ada","AdaBoost Regressor","1.201e+04","2.736e+08","1.65e+04","0.0093","1.058","2.079","0.086"
"omp","Orthogonal Matching Pursuit","1.2e+04","2.739e+08","1.654e+04","0.0056","1.05","1.984","0.029"
"dummy","Dummy Regressor","1.205e+04","2.757e+08","1.659e+04","-0.0011","1.051","1.986","0.033"
"huber","Huber Regressor","1.2e+04","2.772e+08","1.664e+04","-0.0068","1.063","2.065","0.029"
"knn","K Neighbors Regressor","1.345e+04","3.195e+08","1.786e+04","-0.1609","1.068","2.027","0.034"
"dt","Decision Tree Regressor","1.463e+04","4.262e+08","2.062e+04","-0.5525","1.202","1.549","0.038"
"par","Passive Aggressive Regressor","1.684e+04","4.946e+08","2.14e+04","-0.7738","1.383","2.156","0.031"
"lar","Least Angle Regression","1.429e+04","5.623e+08","2.039e+04","-0.9766","1.085","2.022","0.028"



= = = = = Human Resources Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","0.729","0.738","0.8564","0.0266","0.1822","0.2085","0.076"
"en","Elastic Net","0.7478","0.7591","0.8675","0.0025","0.1853","0.2146","0.07"
"lasso","Lasso Regression","0.7474","0.7625","0.8694","-0.0018","0.1857","0.2145","0.081"
"llar","Lasso Least Angle Regression","0.7474","0.7625","0.8694","-0.0018","0.1857","0.2145","0.085"
"et","Extra Trees Regressor","0.7355","0.7705","0.8751","-0.0135","0.1874","0.2137","0.089"
"br","Bayesian Ridge","0.7429","0.7761","0.8784","-0.0207","0.1878","0.2148","0.084"
"dummy","Dummy Regressor","0.7429","0.7761","0.8784","-0.0207","0.1878","0.2148","0.067"
"omp","Orthogonal Matching Pursuit","0.7429","0.7761","0.8784","-0.0207","0.1878","0.2148","0.081"
"lr","Linear Regression","0.7429","0.7761","0.8784","-0.0207","0.1878","0.2148","0.083"
"rf","Random Forest Regressor","0.72","0.7811","0.8812","-0.028","0.19","0.2142","0.136"
"ada","AdaBoost Regressor","0.718","0.7833","0.8823","-0.0306","0.1901","0.2135","0.067"
"gbr","Gradient Boosting Regressor","0.7238","0.787","0.8843","-0.0348","0.1906","0.2154","0.097"
"dt","Decision Tree Regressor","0.7275","0.7929","0.8876","-0.0429","0.1913","0.2163","0.073"
"huber","Huber Regressor","0.7595","0.7982","0.8908","-0.0513","0.1897","0.2189","0.08"
"knn","K Neighbors Regressor","0.8576","1.002","0.9967","-0.3232","0.2113","0.2449","0.071"
"xgboost","Extreme Gradient Boosting","0.9537","1.579","1.254","-1.11","0.2638","0.2194","0.084"
"par","Passive Aggressive Regressor","1.054","1.751","1.303","-1.324","0.2753","0.285","0.08"
"lar","Least Angle Regression","1.798e+22","5.846e+46","7.646e+22","-8.107e+46","3.824","5.851e+21","0.082"



= = = = = Air Quality Data In India (City Day) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","16.1","1657","39.81","0.9311","0.1225","0.0923","1.013"
"rf","Random Forest Regressor","16.63","1817","41.67","0.9248","0.1253","0.0944","2.5"
"lightgbm","Light Gradient Boosting Machine","17.96","1966","43.43","0.9189","0.1391","0.1082","0.164"
"gbr","Gradient Boosting Regressor","19.45","2009","43.98","0.9166","0.1566","0.1223","0.782"
"lr","Linear Regression","23.39","2329","47.62","0.9022","0.1906","0.1506","0.824"
"ridge","Ridge Regression","23.39","2330","47.63","0.9022","0.1906","0.1507","0.045"
"br","Bayesian Ridge","23.39","2330","47.63","0.9022","0.1906","0.1507","0.056"
"xgboost","Extreme Gradient Boosting","18.15","2417","47.99","0.8998","0.1365","0.1025","0.159"
"lasso","Lasso Regression","25.96","2618","50.47","0.8899","0.2238","0.1803","0.056"
"llar","Lasso Least Angle Regression","26.43","2695","51.08","0.8867","0.2295","0.1852","0.045"
"dt","Decision Tree Regressor","22.14","3114","54.85","0.8688","0.1732","0.1278","0.087"
"knn","K Neighbors Regressor","27.37","3381","57.89","0.8569","0.2404","0.1728","0.049"
"en","Elastic Net","31.83","3429","57.93","0.8553","0.2746","0.2243","0.044"
"huber","Huber Regressor","29.04","3536","58.72","0.8505","0.2479","0.1885","0.213"
"ada","AdaBoost Regressor","45.21","4437","66.32","0.8122","0.4596","0.482","0.285"
"par","Passive Aggressive Regressor","40.09","4504","66.64","0.8077","0.3433","0.2717","0.071"
"omp","Orthogonal Matching Pursuit","55.8","1.163e+04","107.5","0.5085","0.4193","0.3672","0.043"
"dummy","Dummy Regressor","98.98","2.362e+04","153.5","-0.0008","0.7201","0.8344","0.035"
"lar","Least Angle Regression","1.03e+04","2.445e+09","2.196e+04","-1.178e+05","2.371","116.7","0.044"



= = = = = Air Quality Data In India (City Hour) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"par","Passive Aggressive Regressor","82.05","2.919e+04","169.8","0.5128","0.3978","0.2967","0.036"
"huber","Huber Regressor","75.98","3.133e+04","175.7","0.4755","0.4","0.2793","0.054"
"knn","K Neighbors Regressor","106.4","3.703e+04","191.6","0.3775","0.503","0.4685","0.032"
"et","Extra Trees Regressor","99.53","3.894e+04","196.6","0.348","0.4105","0.352","0.146"
"lightgbm","Light Gradient Boosting Machine","143.7","5.933e+04","243","0.0022","0.5993","0.5905","0.152"
"xgboost","Extreme Gradient Boosting","143.5","5.939e+04","243.2","0.001","0.5991","0.5883","0.1"
"en","Elastic Net","143.8","5.95e+04","243.4","-0.0009","0.6001","0.5902","0.031"
"gbr","Gradient Boosting Regressor","143.7","5.953e+04","243.5","-0.0014","0.5998","0.5888","0.339"
"omp","Orthogonal Matching Pursuit","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.032"
"lar","Least Angle Regression","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.03"
"ridge","Ridge Regression","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.028"
"lasso","Lasso Regression","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.032"
"llar","Lasso Least Angle Regression","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.029"
"lr","Linear Regression","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.031"
"dummy","Dummy Regressor","143.9","5.955e+04","243.5","-0.0017","0.6004","0.5905","0.031"
"dt","Decision Tree Regressor","143.9","5.956e+04","243.5","-0.0018","0.6003","0.5903","0.038"
"rf","Random Forest Regressor","143.8","5.955e+04","243.5","-0.0018","0.6002","0.5898","0.535"
"ada","AdaBoost Regressor","147.6","5.964e+04","243.7","-0.0034","0.6087","0.6177","0.112"
"br","Bayesian Ridge","2905","4.769e+07","4826","-848.6","2.071","10.5","0.035"



= = = = = Air Quality Data In India (Station Day) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"rf","Random Forest Regressor","16.54","707.8","26.57","0.9631","0.1115","0.0846","2.111"
"et","Extra Trees Regressor","16.61","718.6","26.77","0.9625","0.1096","0.0841","0.994"
"lightgbm","Light Gradient Boosting Machine","17.44","790.3","28.06","0.9587","0.1203","0.0915","0.183"
"gbr","Gradient Boosting Regressor","19.22","882.3","29.67","0.9539","0.1357","0.1049","0.734"
"xgboost","Extreme Gradient Boosting","17.8","882.2","29.64","0.9539","0.1206","0.091","0.155"
"lr","Linear Regression","21.49","1030","32.05","0.9463","0.1449","0.1149","0.039"
"ridge","Ridge Regression","21.49","1031","32.07","0.9462","0.1452","0.115","0.037"
"br","Bayesian Ridge","21.49","1031","32.06","0.9462","0.1451","0.1149","0.042"
"dt","Decision Tree Regressor","21.82","1245","35.23","0.935","0.1506","0.1118","0.078"
"llar","Lasso Least Angle Regression","25.27","1360","36.84","0.929","0.1983","0.1536","0.039"
"lasso","Lasso Regression","25.27","1360","36.84","0.929","0.1983","0.1536","0.041"
"ada","AdaBoost Regressor","30.95","1585","39.79","0.9172","0.2909","0.2434","0.296"
"knn","K Neighbors Regressor","25.53","1640","40.48","0.9144","0.1862","0.1357","0.051"
"huber","Huber Regressor","33.13","2410","49.04","0.8742","0.2343","0.1859","0.202"
"en","Elastic Net","35.58","2476","49.74","0.8707","0.2574","0.2122","0.046"
"omp","Orthogonal Matching Pursuit","38.22","2740","52.33","0.857","0.2734","0.2286","0.039"
"par","Passive Aggressive Regressor","60.4","7860","78.89","0.5776","0.3449","0.3347","0.059"
"dummy","Dummy Regressor","113.6","1.92e+04","138.5","-0.0019","0.6878","0.8153","0.04"
"lar","Least Angle Regression","3.103e+07","1.632e+16","4.04e+07","-8.528e+11","1.756","2.051e+05","0.042"



= = = = = Air Quality Data In India (Station Hour) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"par","Passive Aggressive Regressor","23.32","887.6","29.55","0.7537","0.3018","0.2972","0.071"
"knn","K Neighbors Regressor","24.58","1190","34.48","0.6684","0.3485","0.3063","0.05"
"omp","Orthogonal Matching Pursuit","29.33","1647","40.58","0.5409","0.3668","0.322","0.041"
"huber","Huber Regressor","21.42","1758","40.63","0.5092","0.2758","0.2329","0.133"
"et","Extra Trees Regressor","39.4","2413","49.11","0.3278","0.4669","0.4812","0.19"
"en","Elastic Net","45.57","3458","58.78","0.0372","0.5588","0.5847","0.039"
"rf","Random Forest Regressor","46","3573","59.75","0.0054","0.5657","0.5881","0.797"
"lasso","Lasso Regression","46.36","3576","59.78","0.0045","0.5677","0.595","0.039"
"llar","Lasso Least Angle Regression","46.36","3576","59.78","0.0043","0.5677","0.595","0.039"
"gbr","Gradient Boosting Regressor","46.31","3588","59.88","0.0009","0.568","0.5937","0.532"
"xgboost","Extreme Gradient Boosting","46.36","3596","59.94","-0.0011","0.5678","0.5924","0.131"
"ridge","Ridge Regression","46.49","3596","59.95","-0.0012","0.5692","0.5968","0.04"
"lr","Linear Regression","46.5","3596","59.95","-0.0013","0.5692","0.5968","0.043"
"lar","Least Angle Regression","46.5","3596","59.95","-0.0013","0.5692","0.5968","0.051"
"br","Bayesian Ridge","46.5","3596","59.95","-0.0013","0.5692","0.5968","0.044"
"dummy","Dummy Regressor","46.5","3596","59.95","-0.0013","0.5692","0.5968","0.041"
"dt","Decision Tree Regressor","46.49","3597","59.96","-0.0015","0.5692","0.5965","0.052"
"lightgbm","Light Gradient Boosting Machine","46.49","3597","59.95","-0.0015","0.5692","0.5965","0.193"
"ada","AdaBoost Regressor","46.61","3598","59.97","-0.002","0.5705","0.6006","0.262"



= = = = = Loan Prediction Problem Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","37.63","3573","57.03","0.3678","0.3716","0.329","0.029"
"huber","Huber Regressor","41.75","5608","71.39","0.1226","0.4031","0.3711","0.03"
"omp","Orthogonal Matching Pursuit","44.85","5881","73.75","0.0783","0.4344","0.4108","0.026"
"ada","AdaBoost Regressor","51.63","6937","79.93","-0.0255","0.4922","0.4598","0.04"
"en","Elastic Net","52.86","6942","80.17","-0.0397","0.4999","0.4843","0.027"
"et","Extra Trees Regressor","52.89","6940","80.17","-0.0402","0.5001","0.4848","0.06"
"dt","Decision Tree Regressor","52.87","6973","80.29","-0.0403","0.5007","0.484","0.027"
"rf","Random Forest Regressor","52.93","6973","80.33","-0.0425","0.5008","0.4844","0.075"
"llar","Lasso Least Angle Regression","52.97","6972","80.35","-0.0442","0.501","0.4851","0.029"
"lasso","Lasso Regression","52.97","6972","80.35","-0.0442","0.501","0.4851","0.027"
"xgboost","Extreme Gradient Boosting","52.84","6985","80.4","-0.0447","0.5004","0.4822","0.04"
"lr","Linear Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"ridge","Ridge Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.028"
"lar","Least Angle Regression","53","6981","80.4","-0.0455","0.5013","0.4853","0.026"
"br","Bayesian Ridge","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"gbr","Gradient Boosting Regressor","53.04","6983","80.4","-0.0455","0.5015","0.4861","0.042"
"dummy","Dummy Regressor","53","6981","80.4","-0.0455","0.5013","0.4853","0.027"
"lightgbm","Light Gradient Boosting Machine","53.54","6824","79.93","-0.0483","0.5027","0.496","0.08"
"par","Passive Aggressive Regressor","46.38","8988","85.87","-0.4933","0.423","0.3796","0.029"



= = = = = Stroke Prediction Dataset = = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","33.04","1910","43.64","0.0947","0.3567","0.3167","0.027"
"lr","Linear Regression","32.99","1910","43.64","0.0945","0.3569","0.3163","0.027"
"ridge","Ridge Regression","32.99","1910","43.64","0.0945","0.3569","0.3163","0.027"
"gbr","Gradient Boosting Regressor","32.65","1909","43.63","0.0945","0.3563","0.3137","0.1"
"lar","Least Angle Regression","33.26","1930","43.86","0.085","0.3599","0.3193","0.026"
"lasso","Lasso Regression","33.58","1955","44.17","0.0723","0.3605","0.3213","0.026"
"llar","Lasso Least Angle Regression","33.58","1955","44.17","0.0723","0.3605","0.3213","0.026"
"en","Elastic Net","33.62","1960","44.22","0.0702","0.3609","0.3217","0.026"
"lightgbm","Light Gradient Boosting Machine","33.02","1988","44.53","0.0568","0.3655","0.3188","0.12"
"rf","Random Forest Regressor","33.82","2007","44.75","0.0473","0.3694","0.3306","0.288"
"omp","Orthogonal Matching Pursuit","33.78","2006","44.75","0.0472","0.364","0.3227","0.026"
"dummy","Dummy Regressor","33.91","2114","45.92","-0.0028","0.3701","0.3209","0.023"
"ada","AdaBoost Regressor","37.93","2124","46.06","-0.0125","0.3944","0.3968","0.038"
"et","Extra Trees Regressor","35.15","2259","47.46","-0.0717","0.3886","0.3429","0.21"
"xgboost","Extreme Gradient Boosting","35.07","2275","47.65","-0.0807","0.3926","0.3389","0.049"
"huber","Huber Regressor","34.7","2306","47.93","-0.0923","0.4001","0.3094","0.029"
"knn","K Neighbors Regressor","37.04","2526","50.21","-0.2024","0.4096","0.3492","0.027"
"dt","Decision Tree Regressor","43.06","3826","61.78","-0.8219","0.4931","0.42","0.029"
"par","Passive Aggressive Regressor","115.1","3.414e+04","137.4","-14.99","0.8676","1.242","0.025"



= = = = = Telco Customer Churn = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","3.155","13.45","3.666","0.985","0.1072","0.0818","0.131"
"par","Passive Aggressive Regressor","3.152","13.67","3.695","0.9848","0.11","0.0836","0.081"
"et","Extra Trees Regressor","19.47","478.1","21.86","0.4665","0.4551","0.4803","0.369"
"knn","K Neighbors Regressor","24.14","829","28.79","0.0751","0.5782","0.647","0.074"
"en","Elastic Net","25.57","867.5","29.45","0.0319","0.582","0.6598","0.073"
"ridge","Ridge Regression","25.85","879.4","29.65","0.0185","0.5902","0.6759","0.09"
"xgboost","Extreme Gradient Boosting","26.08","895.5","29.92","0.0006","0.594","0.682","0.114"
"lightgbm","Light Gradient Boosting Machine","26.11","897.1","29.95","-0.0012","0.5943","0.6824","0.179"
"rf","Random Forest Regressor","26.11","897.5","29.96","-0.0017","0.5945","0.6827","0.366"
"gbr","Gradient Boosting Regressor","26.09","897.7","29.96","-0.0019","0.5953","0.6848","0.194"
"lasso","Lasso Regression","26.12","897.9","29.96","-0.0021","0.5946","0.683","0.097"
"llar","Lasso Least Angle Regression","26.12","897.9","29.96","-0.0021","0.5946","0.683","0.071"
"dt","Decision Tree Regressor","26.12","898","29.96","-0.0022","0.5946","0.6829","0.076"
"lr","Linear Regression","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.095"
"lar","Least Angle Regression","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.076"
"omp","Orthogonal Matching Pursuit","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.071"
"br","Bayesian Ridge","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.083"
"dummy","Dummy Regressor","26.12","898.2","29.97","-0.0024","0.5947","0.6831","0.067"
"ada","AdaBoost Regressor","26.27","899.6","29.99","-0.0041","0.5907","0.6728","0.162"



= = = = = Used Car Price Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","6.004e+05","2.893e+12","1.514e+06","0.5899","0.5278","0.4685","0.041"
"lightgbm","Light Gradient Boosting Machine","7.087e+05","3.101e+12","1.599e+06","0.5407","0.7037","0.7726","0.13"
"et","Extra Trees Regressor","6.886e+05","3.162e+12","1.609e+06","0.5363","0.6718","0.7235","0.179"
"gbr","Gradient Boosting Regressor","7.167e+05","3.34e+12","1.647e+06","0.5161","0.6929","0.7689","0.103"
"xgboost","Extreme Gradient Boosting","7.091e+05","3.453e+12","1.678e+06","0.4982","0.6962","0.7561","0.074"
"rf","Random Forest Regressor","7.546e+05","3.641e+12","1.732e+06","0.4639","0.7372","0.8378","0.217"
"dt","Decision Tree Regressor","7.747e+05","3.646e+12","1.735e+06","0.4632","0.7399","0.8414","0.04"
"ada","AdaBoost Regressor","8.765e+05","3.716e+12","1.759e+06","0.4463","0.8419","1.135","0.072"
"ridge","Ridge Regression","8.867e+05","3.897e+12","1.814e+06","0.409","0.857","1.033","0.049"
"llar","Lasso Least Angle Regression","8.869e+05","3.897e+12","1.815e+06","0.4088","0.8586","1.033","0.053"
"lr","Linear Regression","8.87e+05","3.897e+12","1.815e+06","0.4088","0.8587","1.033","0.043"
"lasso","Lasso Regression","8.87e+05","3.897e+12","1.815e+06","0.4087","0.8587","1.034","0.055"
"en","Elastic Net","8.927e+05","3.969e+12","1.831e+06","0.3978","0.8545","1.042","0.062"
"br","Bayesian Ridge","8.924e+05","3.987e+12","1.835e+06","0.3954","0.8736","1.037","0.04"
"omp","Orthogonal Matching Pursuit","8.933e+05","4e+12","1.838e+06","0.3935","0.8648","1.039","0.038"
